key	address	annote	author	booktitle	crossref	chapter	doi	edition	editor	eprint	howpublished	institution	journal	month	note	number	organization	pages	publisher	school	series	title	type	url	volume	year
diaz2011formalization	 	 	D\'{i}az-Zuccarini, Vanessa  and Pichardo-Almarza, {C}\'{e}sar	 	 	 	10.1098/rsfs.2010.0038	 	 	 	 	 	Interface Focus	June	 	3	 	426	The Royal Society	 	 	On the formalization of multi-scale and multi-science processes for integrative biology	 		1	2011
gomez2011workflow	England	 	Gomez-Cabrero, David  and Compte, Albert  and Tegner, Jesper	 	 	 	10.1098/rsfs.2011.0015	 	 	 	 	 	Interface Focus	June	 	3	 	438-49	 	 	 	Workflow for generating competing hypothesis from models with parameter uncertainty	 		1	2011
mcewan2011refitting	 	 	McEwan, Chris H.  and Bersini, Hugues  and Klatzmann, David  and Thomas-Vaslin, Vernique  and Six, Adrien	International Conference on Artificial Immune Systems	 	 	 	 	 	 	 	 	 	 	 	 	 	44-50	 	 	 	Refitting Harel statecharts for systemic mathematical models in computational immunology	 		 	2011
kwiatkowska2011prism	 	 	Kwiatkowska, Marta  and Norman, Gethin  and Parker, David	International Conference on Computer Aided Verification	 	 	 	 	 	 	 	 	 	 	 	 	 	585-591	 	 	 	PRISM 4.0: Verification of probabilistic real-time systems	 		 	2011
hinze2011chemical	 	 	Hinze, Thomas  and Bodenstein, Christian  and Schau, Benedict  and Heiland, Ines  and Schuster, Stefan	International Conference on Membrane Computing	 	 	 	 	 	 	 	 	 	 	 	 	 	182-202	 	 	 	Chemical analog computers for clock frequency control based on P modules	 		 	2011
kaltenbach2011graph	 	 	Kaltenbach, Hans-Michael -. M. and Constantinescu, Simona  and Feigelman, Justin  and Stelling, J\"{o}rg	International Workshop on Algorithms in Bioinformatics	 	 	 	 	 	 	 	 	 	 	 	 	 	139-150	 	 	 	Graph-based decomposition of biochemical reaction networks into monotone subsystems	 		 	2011
liao2011an	United States	 	Liao, Yu-Chieh {C}. and Huang, Tzu-Wen W. and Chen, Feng-Chi {C}. and Charusanti, Pep  and Hong, Jay S. J.  and Chang, Hwan-You Y. and Tsai, Shih-Feng F. and Palsson, Bernhard O.  and Hsiung, Chao A.	 	 	 	10.1128/JB.01218-10	 	 	 	 	 	Journal of Bacteriology	April	 	7	 	1710-7	 	 	 	An experimentally validated genome scale metabolic reconstruction of Klebsiella pneumoniae MGH 78578, iYL1228	 		193	2011
nyman2011a	United States	 	Nyman, Elin  and Br\"{a}nnmark, Cecilia  and Palm\'{e}r, Robert  and Brug$\aa$rd, Jan  and Nystr\"{o}m, Fredrik H.  and Str$\aa$lfors, Peter  and Cedersund, Gunnar	 	 	 	10.1074/jbc.M110.188987	 	 	 	 	 	Journal of Biological Chemistry	July	 	29	 	26028-41	 	 	 	A hierarchical whole-body modeling approach elucidates the link between in Vitro insulin signaling and in Vivo glucose homeostasis	 		286	2011
quinlan2011mechanism	 	 	Quinlan, Casey L.  and Gerencser, Akos A.  and Treberg, Jason R.  and Brand, Martin D.	 	 	 	10.1074/jbc.M111.267898	 	 	 	 	 	Journal of Biological Chemistry	September	 	36	 	31361	American Society for Biochemistry and Molecular Biology	 	 	The mechanism of superoxide production by the antimycin-inhibited mitochondrial Q-cycle	 		286	2011
gennari2011multiple	United States	 	Gennari, John H.  and Neal, Maxwell L.  and Galdzicki, Michal  and Cook, Daniel L.	 	 	 	10.1016/j.jbi.2010.06.007	 	 	 	 	 	Journal of Biomedical Informatics	February	 	1	 	146-54	 	 	 	Multiple ontologies in action: composite annotations for biosimulation models	 		44	2011
herre2011obml	England	 	Herre, Heinrich  and Hoehndorf, Robert  and Kelso, Janet  and Loebe, Frank  and Schulz, Stefan	 	 	 	10.1186/2041-1480-2-S4-I1	 	 	 	 	 	Journal of Biomedical Semantics	August	 	 	 	I1	 	 	 	OBML - Ontologies in Biomedicine and Life Sciences	 		2 Suppl 4	2011
favorov2011oniontree	 	 	Favorov, Alexander  and Lvovs, Dmitrijs  and Speier, William  and Parmigiani, Giovanni  and Ochs, Michael F.	 	 	 	10.1080/073911011010524994	 	 	 	 	 	Journal of Biomolecular Structure and Dynamics	October	 	2	 	417	{NIH} Public Access	 	 	Oniontree {XML}: A format to exchange gene-related probabilities	 		29	2011
oboyle2011open	England	 	O'Boyle, Noel M.  and Banck, Michael  and James, Craig A.  and Morley, Chris  and Vandermeersch, Tim  and Hutchison, Geoffrey R.	 	 	 	10.1186/1758-2946-3-33	 	 	 	 	 	Journal of Cheminformatics	October	 	 	 	33	 	 	 	Open Babel: An open chemical toolbox	 		3	2011
swainston2011the	Germany	 	Swainston, Neil  and Smallbone, Kieran  and Mendes, Pedro  and Kell, Douglas  and Paton, Norman	 	 	 	10.2390/biecoll-jib-2011-186	 	 	 	 	 	Journal of Integrative Bioinformatics	November	 	2	 	186	 	 	 	The SuBliMinaL Toolbox: automating steps in the reconstruction of metabolic networks	 		8	2011
wright2011the	India	 	Wright, Alexander  and Lyttleton, Oliver  and Lewis, Paul  and Quirke, Philip  and Treanor, Darren	 	 	 	10.4103/2153-3539.78038	 	 	 	 	 	Journal of Pathology Informatics	March	 	 	 	15	 	 	 	The tissue microarray data exchange specification: Extending TMA DES to provide flexible scoring and incorporate virtual slides	 		2	2011
hester2011systems	England	 	Hester, Robert L.  and Iliescu, Radu  and Summers, Richard  and Coleman, Thomas G.	 	 	 	10.1113/jphysiol.2010.201558	 	 	 	 	 	Journal of Physiology	March	 	Pt 5	 	1053-60	 	 	 	Systems biology and integrative physiological modelling	 		589	2011
helsens2011jtraml	United States	 	Helsens, Kenny  and Brusniak, Mi-Youn Y. and Deutsch, Eric  and Moritz, Robert L.  and Martens, Lennart	 	 	 	10.1021/pr200664h	 	 	 	 	 	Journal of Proteome Research	November	 	11	 	5260-3	 	 	 	jTraML: an open source {J}ava {{API}} for TraML, the {PSI} standard for sharing SRM transitions	 		10	2011
qian2011a	England	 	Qian, Lulu  and Winfree, Erik	 	 	 	10.1098/rsif.2010.0729	 	 	 	 	 	Journal of the Royal Society Interface	September	 	62	 	1281-97	 	 	 	A simple {DNA} gate motif for synthesizing large-scale circuits	 		8	2011
boulier2011model	 	 	Boulier, Fran\c{c}ois  and Lefranc, Marc  and Lemaire, Fran\c{c}ois  and Morant, Pierre-Emmanuel	 	 	 	10.1007/s11786-011-0093-2	 	 	 	 	 	Mathematics in Computer Science	September	 	3	 	289-301	Springer Nature	 	 	Model Reduction of Chemical Reaction Systems using Elimination	 		5	2011
besozzi2011biosimware	 	 	Besozzi, Daniela  and Cazzaniga, Paolo  and Mauri, Giancarlo  and Pescini, Dario	Membrane Computing	 	 	 	 	 	 	 	 	 	 	 	 	 	119-143	Springer	 	 	BioSimWare: a software for the modeling, simulation and analysis of biological systems	 		 	2011
kaznessis2011synbioss	 	 	Kaznessis, Yiannis N.	 	 	 	10.1016/B978-0-12-385120-8.00006-1	 	 	 	 	 	Methods in enzymology	 	 	 	 	137	{NIH} Public Access	 	 	SynBioSS-aided design of synthetic biological constructs	 		498	2011
krause2011sustainable	United States	 	Krause, Falko  and Schulz, Marvin  and Swainston, Neil  and Liebermeister, Wolfram	 	 	 	10.1016/B978-0-12-385118-5.00019-0	 	 	 	 	 	Methods in Enzymology	 	 	 	 	371-95	 	 	 	Sustainable model building the role of standards and biological semantics	 		500	2011
haggart2011whole	United States	 	Haggart, Charles R.  and Bartell, Jennifer A.  and Saucerman, Jeffrey J.  and Papin, Jason A.	 	 	 	10.1016/B978-0-12-385118-5.00021-9	 	 	 	 	 	Methods in Enzymology	 	 	 	 	411-33	 	 	 	Whole-genome metabolic network reconstruction and constraint-based modeling	 		500	2011
Jameson:MethodsInSystemsBiology:2011	Amsterdam	 	 	 	 	 	 	 	Jameson, Daniel  and Verma, Malkhey  and Westerhoff, Hans V.	 	 	 	 	 	 	 	 	 	Academic Press	 	Methods in Enzymology	Methods in Systems Biology	 		 	2011
ackermann2011quantitative	 	 	Ackermann, J\"{o}rg  and Koch, Ina	Modeling in Systems Biology	 	 	 	 	 	 	 	 	 	 	 	 	 	153-178	Springer	 	 	Quantitative analysis	 		 	2011
hardy2011analysis	 	 	Hardy, Simon  and Iyengar, Ravi	Modeling in Systems Biology	 	 	 	 	 	 	 	 	 	 	 	 	 	225-251	Springer	 	 	Analysis of dynamical models of signaling networks with petri nets and dynamic graphs	 		 	2011
erguler2011practical	England	 	Erguler, Kamil  and Stumpf, Michael P. H.	 	 	 	10.1039/c0mb00107d	 	 	 	 	 	Molecular BioSystems	May	 	5	 	1593-602	 	 	 	Practical limits for reverse engineering of dynamical systems: a statistical analysis of sensitivity and parameter inferability in systems biology models	 		7	2011
valdez2011modeling	 	 	Valdez, Christopher M.  and Phelix, Clyde F.  and Smith, Mark A.  and Perry, George  and Santamaria, Fidel	 	 	 	10.1039/c0mb00282h	 	 	 	 	 	Molecular BioSystems	June	 	6	 	1891	{NIH} Public Access	 	 	Modeling cholesterol metabolism by gene expression profiling in the hippocampus	 		7	2011
telesco2011a	England	 	Telesco, Shannon E.  and Shih, Andrew J.  and Jia, Fei  and Radhakrishnan, Ravi	 	 	 	10.1039/c0mb00345j	 	 	 	 	 	Molecular BioSystems	June	 	6	 	2066-80	 	 	 	A multiscale modeling approach to investigate molecular mechanisms of pseudokinase activation and drug resistance in the HER3/ErbB3 receptor tyrosine kinase signaling network	 		7	2011
kim2011synthetic	England	 	Kim, Jongmin  and Winfree, Erik	 	 	 	10.1038/msb.2010.119	 	 	 	 	 	Molecular Systems Biology	February	 	 	 	465	 	 	 	Synthetic in vitro transcriptional oscillators	 		7	2011
zi2011quantitative	England	 	Zi, Zhike  and Feng, Zipei  and Chapnick, Douglas A.  and Dahl, Markus  and Deng, Difan  and Klipp, Edda  and Moustakas, Aristidis  and Liu, Xuedong	 	 	 	10.1038/msb.2011.22	 	 	 	 	 	Molecular Systems Biology	May	 	 	 	492	 	 	 	Quantitative analysis of transient and sustained transforming growth factor-$\beta$ signaling dynamics	 		7	2011
orth2011a	England	 	Orth, Jeffrey D.  and Conrad, Tom M.  and Na, Jessica  and Lerman, Joshua A.  and Nam, Hojung  and Feist, Adam M.  and Palsson, Bernhard \O.	 	 	 	10.1038/msb.2011.65	 	 	 	 	 	Molecular Systems Biology	October	 	 	 	535	 	 	 	A comprehensive genome-scale reconstruction of Escherichia coli metabolism--2011	 		7	2011
moriya2011overexpression	England	 	Moriya, Hisao  and Chino, Ayako  and Kapuy, Orsolya  and Csik\'{a}sz-Nagy, Attila  and Nov\'{a}k, B\'{e}la	 	 	 	10.1038/msb.2011.91	 	 	 	 	 	Molecular Systems Biology	December	 	 	 	556	 	 	 	Overexpression limits of fission yeast cell-cycle regulators in vivo and in silico	 		7	2011
schulz2011retrieval	 	 	Schulz, Marvin  and Krause, Falko  and Le Novere, Nicolas  and Klipp, Edda  and Liebermeister, Wolfram	 	 	 	 	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	 	Nature Publishing Group	 	 	Retrieval, alignment, and clustering of computational models based on semantic annotations	 		7	2011
kim2011integrative	 	 	Kim, Hyun Uk  and Kim, Soo Young  and Jeong, Haeyoung  and Kim, Tae Yong  and Kim, Jae Jong  and Choy, Hyon E.  and Yi, Kyu Yang  and Rhee, Joon Haeng  and Lee, Sang Yup	 	 	 	10.1038/msb.2010.115	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	460	European Molecular Biology Organization	 	 	Integrative genome-scale metabolic analysis of Vibrio vulnificus for drug targeting and discovery	 		7	2011
montagne2011programming	 	 	Montagne, Kevin  and Plasson, Raphael  and Sakai, Yasuyuki  and Fujii, Teruo  and Rondelez, Yannick	 	 	 	10.1038/msb.2010.120	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	466	European Molecular Biology Organization	 	 	Programming an in vitro {DNA} oscillator using a molecular networking strategy	 		7	2011
palani2011synthetic	 	 	Palani, Santhosh  and Sarkar, Casim A.	 	 	 	10.1038/msb.2011.13	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	480	European Molecular Biology Organization	 	 	Synthetic conversion of a graded receptor signal into a tunable, reversible switch	 		7	2011
zhuang2011economics	 	 	Zhuang, Kai  and Vemuri, Goutham N.  and Mahadevan, Radhakrishnan	 	 	 	10.1038/msb.2011.34	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	500	European Molecular Biology Organization	 	 	Economics of membrane occupancy and respiro-fermentation	 		7	2011
vernoux2011auxin	 	 	Vernoux, Teva  and Brunoud, G\'{e}raldine  and Farcot, Etienne  and Morin, Val\'{e}rie  and Van den Daele, Hilde  and Legrand, Jonathan  and Oliva, Marina  and Das, Pradeep  and Larrieu, Antoine  and Wells, Darren	 	 	 	10.1038/msb.2011.39	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	508	European Molecular Biology Organization	 	 	The auxin signalling network translates dynamic input into robust patterning at the shoot apex	 		7	2011
bachmann2011division	 	 	Bachmann, Julie  and Raue, Andreas  and Schilling, Marcel  and B\"{o}hm, Martin E.  and Kreutz, Clemens  and Kaschek, Daniel  and Busch, Hauke  and Gretz, Norbert  and Lehmann, Wolf D.  and Timmer, Jens	 	 	 	10.1038/msb.2011.50	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	516	European Molecular Biology Organization	 	 	Division of labor by dual feedback regulators controls JAK2/STAT5 signaling over broad ligand range	 		7	2011
chang2011metabolic	 	 	Chang, Roger L.  and Ghamsari, Lila  and Manichaikul, Ani  and Hom, Erik FY  and Balaji, Santhanam  and Fu, Weiqi  and Shen, Yun  and Hao, Tong  and Palsson, Bernhard \O.  and Salehi-Ashtiani, Kourosh	 	 	 	10.1038/msb.2011.52	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	518	European Molecular Biology Organization	 	 	Metabolic network reconstruction of Chlamydomonas offers insight into light-driven algal metabolism	 		7	2011
cookson2011queueing	 	 	Cookson, Natalie A.  and Mather, William H.  and Danino, Tal  and Mondrag\'{o}n-Palomino, Octavio  and Williams, Ruth J.  and Tsimring, Lev S.  and Hasty, Jeff	 	 	 	10.1038/msb.2011.94	 	 	 	 	 	Molecular Systems Biology	 	 	1	 	561	European Molecular Biology Organization	 	 	Queueing up for enzymatic processing: correlated signaling through coupled degradation	 		7	2011
courtot2011controlled	 	 	Courtot, M\'{e}lanie  and Juty, Nick J. and Kn\"{u}pfer, Christian  and Waltemath, Dagmar  and Zhukova, Anna  and Dr\"{a}ger, Andreas  and Dumontier, Michel  and Finney, Andrew  and Golebiewski, Martin  and Hastings, Janna  and Hoops, Stefan  and Keating, Sarah  and Kell, Douglas B.  and Kerrien, Samuel  and Lawson, James  and Lister, Allyson  and Lu, James  and Machne, Rainer  and Mendes, Pedro  and Pocock, Matthew  and Rodriguez, Nicolas  and Villeger, Alice J. and Wilkinson, Darren J.  and Wimalaratne, Sarala  and Laibe, Camille  and Hucka, Michael  and Le\udotNov\`{e}re, Nicolas	 	 	 	10.1038/msb.2011.77	 	 	 	 	 	Molecular Systems Biology	October	 	543	 	1	 	 	 	Controlled vocabularies and semantics in systems biology	 		7	2011
jack2011a	 	 	Jack, John  and Andrei, P\u{a}un  and Rodr\'{i}guez-Pat\'{o}n, Alfonso	 	 	 	 	 	 	 	 	 	Natural Computation	 	 	 	 	139-149	 	 	 	A review of the nondeterministic waiting time algorithm	 		10	2011
kitano2011social	United States	 	Kitano, Hiroaki  and Ghosh, Samik  and Matsuoka, Yukiko	 	 	 	10.1038/nchembio.574	 	 	 	 	 	Nature Chemical Biology	June	 	6	 	323-6	 	 	 	Social engineering for virtual 'big science' in systems biology	 		7	2011
millard2011adaptive	United States	 	Millard, Bjorn L.  and Niepel, Mario  and Menden, Michael P.  and Muhlich, Jeremy L.  and Sorger, Peter K.	 	 	 	10.1038/nmeth.1600	 	 	 	 	 	Nature Methods	June	 	6	 	487-93	 	 	 	Adaptive informatics for multifactorial and high-content biological data	 		8	2011
schellenberger2011quantitative	England	 	Schellenberger, Jan  and Que, Richard  and Fleming, Ronan M. T.  and Thiele, Ines  and Orth, Jeffrey D.  and Feist, Adam M.  and Zielinski, Daniel {C}.  and Bordbar, Aarash  and Lewis, Nathan E.  and Rahmanian, Sorena  and Kang, Joseph  and Hyduke, Daniel R.  and Palsson, Bernhard \O.	 	 	 	10.1038/nprot.2011.308	 	 	 	 	 	Nature Protocols	September	 	9	 	1290-307	 	 	 	Quantitative prediction of cellular metabolism with constraint-based models: the COBRA Toolbox v2.0	 		6	2011
ghosh2011software	 	 	Ghosh, Samik  and Matsuoka, Yukiko  and Asai, Yoshiyuki  and Hsin, Kun-Yi -. Y. and Kitano, Hiroaki	 	 	 	10.1038/nrg3096	 	 	 	 	 	Nature Reviews Genetics	November	 	 	 	 	 	 	 	Software for systems biology: from tools to integrated platforms	 		 	2011
kannon2011plato	United States	 	Kannon, Takayuki  and Inagaki, Keiichiro  and Kamiji, Nilton L.  and Makimura, Kouji  and Usui, Shiro	 	 	 	10.1016/j.neunet.2011.06.011	 	 	 	 	 	Neural Networks	November	 	9	 	918-26	 	 	 	PLATO: data-oriented approach to collaborative large-scale brain system modeling	 		24	2011
rodrigo2011computational	England	 	Rodrigo, Guillermo  and Carrera, Javier  and Jaramillo, Alfonso	 	 	 	10.1093/nar/gkr616	 	 	 	 	 	Nucleic Acids Research	November	 	20	 	e138	 	 	 	Computational design of synthetic regulatory networks from a genetic library to characterize the designability of dynamical behaviors	 		39	2011
szklarczyk2011the	England	 	Szklarczyk, Damian  and Franceschini, Andrea  and Kuhn, Michael  and Simonovic, Milan  and Roth, Alexander  and Minguez, Pablo  and Doerks, Tobias  and Stark, Manuel  and Muller, Jean  and Bork, Peer  and Jensen, Lars J.  and von Mering, Christian	 	 	 	10.1093/nar/gkq973	 	 	 	 	 	Nucleic Acids Research	January	 	Database issue	 	D561-8	 	 	 	The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored	 		39	2011
scheer2011brenda	England	 	Scheer, Maurice  and Grote, Andreas  and Chang, Antje  and Schomburg, Ida  and Munaretto, Cornelia  and Rother, Michael  and S\"{o}hngen, Carola  and Stelzer, Michael  and Thiele, Juliane  and Schomburg, Dietmar	 	 	 	10.1093/nar/gkq1089	 	 	 	 	 	Nucleic Acids Research	January	 	Database issue	 	D670-6	 	 	 	BRENDA, the enzyme information system in 2011	 		39	2011
von2011promiscuous	 	 	Von Eichborn, Joachim  and Murgueitio, Manuela S.  and Dunkel, Mathias  and Koerner, Soeren  and Bourne, Philip E.  and Preissner, Robert	 	 	 	10.1093/nar/gkq1037	 	 	 	 	 	Nucleic Acids Research	January	 	Database issue	 	D1060	Oxford University Press	 	 	PROMISCUOUS: a database for network-based drug-repositioning	 		39	2011
youens2011gramene	England	 	Youens-Clark, Ken  and Buckler, Ed  and Casstevens, Terry  and Chen, Charles  and Declerck, Genevieve  and Derwent, Paul  and Dharmawardhana, Palitha  and Jaiswal, Pankaj  and Kersey, Paul  and Karthikeyan, A. S.  and Lu, Jerry  and McCouch, Susan R.  and Ren, Liya  and Spooner, William  and Stein, Joshua {C}.  and Thomason, Jim  and Wei, Sharon  and Ware, Doreen	 	 	 	10.1093/nar/gkq1148	 	 	 	 	 	Nucleic Acids Research	January	 	Database issue	 	D1085-94	 	 	 	Gramene database in 2010: updates and extensions	 		39	2011
bates2011glamm	England	 	Bates, John T.  and Chivian, Dylan  and Arkin, Adam P.	 	 	 	10.1093/nar/gkr433	 	 	 	 	 	Nucleic Acids Research	July	 	Web Server issue	 	W400-5	 	 	 	GLAMM: Genome-Linked Application for Metabolic Maps	 		39	2011
niederer2011verification	England	 	Niederer, Steven A.  and Kerfoot, Eric  and Benson, Alan P.  and Bernabeu, Miguel O.  and Bernus, Olivier  and Bradley, Chris  and Cherry, Elizabeth M.  and Clayton, Richard  and Fenton, Flavio H.  and Garny, Alan  and Heidenreich, Elvio  and Land, Sander  and Maleckar, Mary  and Pathmanathan, Pras  and Plank, Gernot  and Rodr\'{i}guez, Jos\'{e} F.  and Roy, Ishani  and Sachse, Frank B.  and Seemann, Gunnar  and Skavhaug, Ola  and Smith, Nic P.	 	 	 	10.1098/rsta.2011.0139	 	 	 	 	 	Philosophical Transactions of the Royal Society A	November	 	1954	 	4331-51	 	 	 	Verification of cardiac tissue electrophysiology simulators using an N-version benchmark	 		369	2011
wieser2011computational	England	 	Wieser, Daniela  and Papatheodorou, Irene  and Ziehm, Matthias  and Thornton, Janet M.	 	 	 	10.1098/rstb.2010.0286	 	 	 	 	 	Philosophical Transactions of the Royal Society B	January	 	1561	 	51-63	 	 	 	Computational biology for ageing	 		366	2011
vranova2011atipd	 	 	Vranov\'{a}, Eva  and Hirsch-Hoffmann, Matthias  and Gruissem, Wilhelm	 	 	 	10.1104/pp.111.177758	 	 	 	 	 	Plant Physiology	August	 	4	 	1655	American Society of Plant Biologists	 	 	AtIPD: a curated database of Arabidopsis isoprenoid pathway models and genes for isoprenoid network analysis	 		156	2011
